,trade,date,position,price,symbol,quantity,capital
87,0,2010-11-12,-1,20.106121063232422,MSFT,258,99810.43529129028
88,0,2010-11-12,1,8.284000396728516,AMZN,630,100220.81536769867
89,0,2010-11-12,1,15.06005573272705,GOOGL,323,99789.657330513
90,0,2010-11-12,1,9.290135383605957,AAPL,533,99959.81262874603
91,0,2010-11-15,1,9.260276794433594,AAPL,533,99943.89800071716
92,0,2010-11-15,-1,20.05255126953125,MSFT,258,99824.25629806519
93,0,2010-11-15,1,14.86484432220459,GOOGL,323,99726.60404491425
94,0,2010-11-15,1,24.042856216430664,NFLX,228,100493.45713043213
95,0,2010-11-15,1,7.945000171661377,AMZN,630,100007.24522590637
96,0,2010-11-16,1,9.095901489257812,AAPL,533,99856.28596305847
97,0,2010-11-16,-1,19.875429153442383,MSFT,258,99869.95380401611
98,0,2010-11-16,1,23.628570556640625,NFLX,228,100399.0
99,0,2010-11-16,1,7.888999938964844,AMZN,630,99971.96507930756
100,0,2010-11-16,1,14.571526527404785,GOOGL,323,99631.86239719391
101,0,2010-11-17,1,14.567281723022461,GOOGL,323,99630.49132537842
102,0,2010-11-17,-1,19.690616607666016,MSFT,258,99917.63544082642
103,0,2010-11-17,1,9.063032150268555,AAPL,533,99838.7666053772
104,0,2010-11-17,1,23.81142807006836,NFLX,228,100440.69151306152
105,0,2010-11-17,1,7.917500019073486,AMZN,630,99989.920129776
106,0,2010-11-18,-1,19.898540496826172,MSFT,258,99863.9910774231
107,0,2010-11-18,1,24.047143936157227,NFLX,228,100494.43473052979
108,0,2010-11-18,1,14.892053604125977,GOOGL,323,99735.39264297485
109,0,2010-11-18,1,9.302197456359863,AAPL,533,99966.24171352386
110,0,2010-11-18,1,8.208499908447266,AMZN,630,100173.25006008148
111,0,2010-11-19,-1,19.783023834228516,MSFT,258,99893.79437637329
112,0,2010-11-19,1,14.749014854431152,GOOGL,323,99689.19112682343
113,0,2010-11-19,1,24.719999313354492,NFLX,228,100647.84575653076
114,0,2010-11-19,1,8.241000175476074,AMZN,630,100193.72522830963
115,0,2010-11-19,1,9.250924110412598,AAPL,533,99938.91302013397
116,0,2010-11-22,1,9.450883865356445,AAPL,533,100045.49156951904
117,0,2010-11-22,1,14.758749961853027,GOOGL,323,99692.33556652069
118,0,2010-11-22,1,26.902856826782227,NFLX,228,101145.53726959229
119,0,2010-11-22,-1,19.813831329345703,MSFT,258,99885.84604263306
120,0,2010-11-22,1,8.519499778747559,AMZN,630,100369.17997837067
121,0,2010-11-23,-1,19.344091415405273,MSFT,258,100007.03894042969
122,0,2010-11-23,1,9.31124210357666,AAPL,533,99971.06251049042
123,0,2010-11-23,1,26.81571388244629,NFLX,228,101125.66867828369
124,0,2010-11-23,1,14.553802490234375,GOOGL,323,99626.13753318787
125,0,2010-11-23,1,8.40999984741211,AMZN,630,100300.19502162933
126,0,2010-11-24,1,9.494314193725586,AAPL,533,100068.6399345398
127,0,2010-11-24,1,26.96714210510254,NFLX,228,101160.19431304932
128,0,2010-11-24,1,8.862500190734863,AMZN,630,100585.27023792267
129,0,2010-11-24,1,14.852362632751465,GOOGL,323,99722.57245922089
130,0,2010-11-24,-1,19.53660774230957,MSFT,258,99957.36972808838
131,0,2010-11-26,1,8.859999656677246,AMZN,630,100583.69490146637
132,0,2010-11-26,-1,19.444198608398438,MSFT,258,99981.21128463745
133,0,2010-11-26,1,9.500348091125488,AAPL,533,100071.85600185394
134,0,2010-11-26,1,14.728294372558594,GOOGL,323,99682.49841117859
135,0,2010-11-26,1,27.41428565979004,NFLX,228,101262.14304351807
136,0,2010-11-29,1,28.417142868041992,NFLX,228,101490.79448699951
137,0,2010-11-29,1,8.974499702453613,AMZN,630,100655.82993030548
138,0,2010-11-29,-1,19.490398406982422,MSFT,258,99969.29173660278
139,0,2010-11-29,1,9.556745529174805,AAPL,533,100101.91583633423
140,0,2010-11-29,1,14.53133487701416,GOOGL,323,99618.88049411774
141,0,2010-11-30,1,29.41428565979004,NFLX,228,101718.14304351807
142,0,2010-11-30,1,9.384231567382812,AAPL,533,100009.9658946991
143,0,2010-11-30,1,8.770000457763672,AMZN,630,100526.99540615082
144,0,2010-11-30,1,13.872306823730469,GOOGL,323,99406.0144329071
145,0,2010-11-30,-1,19.4518985748291,MSFT,258,99979.22469329834
146,0,2010-12-01,1,14.08798885345459,GOOGL,323,99475.679728508
147,0,2010-12-01,1,9.542572975158691,AAPL,533,100094.36186504364
148,0,2010-12-01,1,28.591428756713867,NFLX,228,101530.5316696167
149,0,2010-12-01,1,8.827500343322754,AMZN,630,100563.22033405304
150,0,2010-12-01,-1,20.05255889892578,MSFT,258,99824.2543296814
151,0,2010-12-02,1,14.27446460723877,GOOGL,323,99535.91139698029
152,0,2010-12-02,1,9.59534740447998,AAPL,533,100122.49063587189
153,0,2010-12-02,1,8.826499938964844,AMZN,630,100562.59007930756
154,0,2010-12-02,1,27.63142967224121,NFLX,228,101311.65187835693
155,0,2010-12-02,-1,20.707109451293945,MSFT,258,99655.38028717041
156,0,2010-12-03,1,14.30392074584961,GOOGL,323,99545.42572975159
157,0,2010-12-03,-1,20.80721664428711,MSFT,258,99629.55263137817
158,0,2010-12-03,1,8.784000396728516,AMZN,630,100535.81536769867
159,0,2010-12-03,1,9.573933601379395,AAPL,533,100111.07707881927
160,0,2010-12-03,1,26.492856979370117,NFLX,228,101052.05730438232
161,0,2010-12-06,-1,20.66860580444336,MSFT,258,99665.31422805786
162,0,2010-12-06,1,9.655670166015625,AAPL,533,100154.64266777039
163,0,2010-12-06,1,27.63857078552246,NFLX,228,101313.28005218506
164,0,2010-12-06,1,8.90250015258789,AMZN,630,100610.47021389008
165,0,2010-12-06,1,14.437722206115723,GOOGL,323,99588.64360141754
166,0,2010-12-07,1,27.115713119506836,NFLX,228,101194.0685043335
167,0,2010-12-07,1,14.656900405883789,GOOGL,323,99659.43815994263
168,0,2010-12-07,1,8.838500022888184,AMZN,630,100570.15013217926
169,0,2010-12-07,-1,20.691709518432617,MSFT,258,99659.35346984863
170,0,2010-12-07,1,9.597160339355469,AAPL,533,100123.45693016052
171,0,2010-12-08,1,26.889999389648438,NFLX,228,101142.60577392578
172,0,2010-12-08,1,8.814499855041504,AMZN,630,100555.03002643585
173,0,2010-12-08,1,14.741775512695312,GOOGL,323,99686.85281944275
174,0,2010-12-08,1,9.681610107421875,AAPL,533,100168.46865653992
175,0,2010-12-08,-1,20.968923568725586,MSFT,258,99587.83224487305
176,0,2010-12-09,1,27.292856216430664,NFLX,228,101234.45713043213
177,0,2010-12-09,1,9.64390754699707,AAPL,533,100148.3731918335
178,0,2010-12-09,-1,20.853424072265625,MSFT,258,99617.63111495972
179,0,2010-12-09,1,14.765739440917969,GOOGL,323,99694.59316825867
180,0,2010-12-09,1,8.742500305175781,AMZN,630,100509.67031002045
181,0,2010-12-10,1,9.668034553527832,AAPL,533,100161.23288631439
182,0,2010-12-10,1,14.783464431762695,GOOGL,323,99700.31834030151
183,0,2010-12-10,-1,21.053634643554688,MSFT,258,99565.97678756714
184,0,2010-12-10,1,8.781000137329102,AMZN,630,100533.92520427704
185,0,2010-12-10,1,27.804285049438477,NFLX,228,101351.06290435791
186,0,2010-12-13,1,14.84362506866455,GOOGL,323,99719.75022602081
187,0,2010-12-13,1,9.701510429382324,AAPL,533,100179.07552814484
188,0,2010-12-13,-1,20.984329223632812,MSFT,258,99583.85758590698
189,0,2010-12-13,1,8.712499618530273,AMZN,630,100490.76987743378
190,0,2010-12-13,1,26.257143020629883,NFLX,228,100998.31452178955
191,0,2010-12-14,-1,21.26925277709961,MSFT,258,99510.34730911255
192,0,2010-12-14,1,9.659894943237305,AAPL,533,100156.89447402954
193,0,2010-12-14,1,14.850865364074707,GOOGL,323,99722.0888414383
194,0,2010-12-14,1,8.696999549865723,AMZN,630,100481.00483417511
195,0,2010-12-14,1,25.492856979370117,NFLX,228,100824.05730438232
196,0,2010-12-15,1,25.5,NFLX,228,100825.68591308594
197,0,2010-12-15,1,9.662002563476562,AAPL,533,100158.01783561707
198,0,2010-12-15,1,14.735783576965332,GOOGL,323,99684.91742420197
199,0,2010-12-15,1,8.778499603271484,AMZN,630,100532.34986782074
200,0,2010-12-15,-1,21.44637680053711,MSFT,258,99464.64931106567
201,0,2010-12-16,1,25.950000762939453,NFLX,228,100928.28608703613
202,0,2010-12-16,1,14.77098274230957,GOOGL,323,99696.28675460815
203,0,2010-12-16,1,9.68884563446045,AAPL,533,100172.32519245148
204,0,2010-12-16,-1,21.55417823791504,MSFT,258,99436.83654022217
205,0,2010-12-16,1,8.902000427246094,AMZN,630,100610.15538692474
206,0,2010-12-17,1,14.748266220092773,GOOGL,323,99688.94931793213
207,0,2010-12-17,1,9.669544219970703,AAPL,533,100162.03753852844
208,0,2010-12-17,-1,21.484874725341797,MSFT,258,99454.71684646606
209,0,2010-12-17,1,25.71714210510254,NFLX,228,100875.19431304932
210,0,2010-12-17,1,8.878999710083008,AMZN,630,100595.664935112
211,0,2010-12-20,1,9.717798233032227,AAPL,533,100187.75692749023
212,0,2010-12-20,1,9.16450023651123,AMZN,630,100775.53026676178
213,0,2010-12-20,-1,21.41556739807129,MSFT,258,99472.59813690186
214,0,2010-12-20,1,14.854607582092285,GOOGL,323,99723.29757785797
215,0,2010-12-20,1,25.435714721679688,NFLX,228,100811.0288696289
216,0,2010-12-21,1,15.054564476013184,GOOGL,323,99787.88365459442
217,0,2010-12-21,1,9.237500190734863,AMZN,630,100821.52023792267
218,0,2010-12-21,-1,21.61578941345215,MSFT,258,99420.9408569336
219,0,2010-12-21,1,26.605714797973633,NFLX,228,101077.78888702393
220,0,2010-12-21,1,9.777817726135254,AAPL,533,100219.74731731415
221,0,2010-12-22,1,9.23799991607666,AMZN,630,100821.835064888
222,0,2010-12-22,1,9.806768417358398,AAPL,533,100235.17803573608
223,0,2010-12-22,1,26.47857093811035,NFLX,228,101048.8000869751
224,7,2010-12-22,1,21.708194732666016,MSFT,230,99397.10028457642
225,7,2010-12-22,1,21.708194732666016,MSFT,258,99397.10028457642
226,0,2010-12-22,1,15.114974975585938,GOOGL,323,99807.39624595642
227,0,2010-12-23,1,15.083521842956543,GOOGL,323,99797.23688411713
228,0,2010-12-23,1,9.759723663330078,AAPL,533,100210.10318183899
229,0,2010-12-23,1,26.36857032775879,NFLX,228,101023.71994781494
230,0,2010-12-23,1,9.129500389099121,AMZN,630,100753.48036289215
231,0,2010-12-23,1,21.792898178100586,MSFT,230,99416.58207702637
232,0,2010-12-27,1,21.61578941345215,MSFT,230,99375.84706115723
233,0,2010-12-27,1,25.715713500976562,NFLX,228,100874.8685913086
234,0,2010-12-27,1,9.107000350952148,AMZN,630,100739.30533885956
235,0,2010-12-27,1,15.03734016418457,GOOGL,323,99782.32020187378
236,0,2010-12-27,1,9.792296409606934,AAPL,533,100227.46445560455
237,0,2010-12-28,1,9.054499626159668,AMZN,630,100706.2298822403
238,0,2010-12-28,1,14.950966835021973,GOOGL,323,99754.42161655426
239,0,2010-12-28,1,26.238571166992188,NFLX,228,100994.08013916016
240,0,2010-12-28,1,9.816120147705078,AAPL,533,100240.16250801086
241,0,2010-12-28,1,21.569576263427734,MSFT,230,99365.21803665161
242,0,2010-12-29,1,9.810689926147461,AAPL,533,100237.26819992065
243,0,2010-12-29,1,9.168499946594238,AMZN,630,100778.05008411407
244,0,2010-12-29,1,15.002890586853027,GOOGL,323,99771.19298839569
245,0,2010-12-29,1,25.752857208251953,NFLX,228,100883.33735656738
246,0,2010-12-29,1,21.538780212402344,MSFT,230,99358.13494491577
247,0,2010-12-30,1,14.949468612670898,GOOGL,323,99753.93769073486
248,0,2010-12-30,1,9.137499809265137,AMZN,630,100758.51999759674
249,0,2010-12-30,1,25.685714721679688,NFLX,228,100868.0288696289
250,0,2010-12-30,1,9.761529922485352,AAPL,533,100211.06591796875
251,0,2010-12-30,1,21.44637680053711,MSFT,230,99336.88216018677
252,0,2010-12-31,1,9.728355407714844,AAPL,533,100193.38390159607
253,0,2010-12-31,1,25.100000381469727,NFLX,228,100734.48600006104
254,0,2010-12-31,1,14.827398300170898,GOOGL,323,99714.50897979736
255,0,2010-12-31,1,9.0,AMZN,630,100671.8951177597
256,0,2010-12-31,1,21.492576599121094,MSFT,230,99347.50811386108
257,0,2011-01-03,1,21.54648208618164,MSFT,230,99359.90637588501
258,0,2011-01-03,1,25.48714256286621,NFLX,228,100822.75441741943
259,0,2011-01-03,1,9.211000442504883,AMZN,630,100804.82539653778
260,0,2011-01-03,1,9.939772605895996,AAPL,533,100306.06926822662
261,0,2011-01-03,1,15.086516380310059,GOOGL,323,99798.20411968231
262,0,2011-01-04,1,25.90999984741211,NFLX,228,100919.1658782959
263,0,2011-01-04,1,9.991649627685547,AAPL,533,100333.71972084045
264,0,2011-01-04,1,15.030848503112793,GOOGL,323,99780.2233953476
265,0,2011-01-04,1,9.250499725341797,AMZN,630,100829.70994472504
266,0,2011-01-04,1,21.631189346313477,MSFT,230,99379.38904571533
267,0,2011-01-05,1,25.67571449279785,NFLX,228,100865.74881744385
268,0,2011-01-05,1,10.073384284973145,AAPL,533,100377.28429317474
269,0,2011-01-05,1,21.561887741088867,MSFT,230,99363.44967651367
270,0,2011-01-05,1,9.371000289916992,AMZN,630,100905.62530040741
271,0,2011-01-05,1,15.20434284210205,GOOGL,323,99836.26206684113
272,0,2011-01-06,1,22.19333839416504,MSFT,230,99508.68332672119
273,0,2011-01-06,1,15.314929962158203,GOOGL,323,99871.98170661926
274,0,2011-01-06,1,10.065238952636719,AAPL,533,100372.94283103943
275,0,2011-01-06,1,9.293000221252441,AMZN,630,100856.48525714874
276,0,2011-01-06,1,25.427143096923828,NFLX,228,100809.07453918457
277,0,2011-01-07,1,22.02392578125,MSFT,230,99469.71842575073
278,0,2011-01-07,1,15.388321876525879,GOOGL,323,99895.68729496002
279,0,2011-01-07,1,10.137321472167969,AAPL,533,100411.36281394958
280,0,2011-01-07,1,9.274499893188477,AMZN,630,100844.83005046844
281,0,2011-01-07,1,25.614286422729492,NFLX,228,100851.74321746826
282,0,2011-01-10,1,10.328231811523438,AAPL,533,100513.11802482605
283,0,2011-01-10,1,26.84000015258789,NFLX,228,101131.20594787598
284,0,2011-01-10,1,15.33265495300293,GOOGL,323,99877.70687866211
285,0,2011-01-10,1,21.73130226135254,MSFT,230,99402.41501617432
286,0,2011-01-10,1,9.234000205993652,AMZN,630,100819.3152475357
287,0,2011-01-11,1,26.66428565979004,NFLX,228,101091.14304351807
288,0,2011-01-11,1,10.303805351257324,AAPL,533,100500.09872150421
289,0,2011-01-11,1,21.64659309387207,MSFT,230,99382.93190765381
290,0,2011-01-11,1,15.377588272094727,GOOGL,323,99892.22034072876
291,0,2011-01-11,1,9.217000007629395,AMZN,630,100808.60512256622
292,0,2011-01-12,1,9.204000473022461,AMZN,630,100800.41541576385
293,0,2011-01-12,1,15.399056434631348,GOOGL,323,99899.15455722809
294,0,2011-01-12,1,21.985422134399414,MSFT,230,99460.8625869751
295,0,2011-01-12,1,26.985713958740234,NFLX,228,101164.42869567871
296,0,2011-01-12,1,10.387649536132812,AAPL,533,100544.78767204285
297,0,2011-01-13,1,10.425649642944336,AAPL,533,100565.04172897339
298,0,2011-01-13,1,27.355714797973633,NFLX,228,101248.78888702393
299,0,2011-01-13,1,15.394563674926758,GOOGL,323,99897.7033958435
300,0,2011-01-13,1,9.27649974822998,AMZN,630,100846.08995914459
301,0,2011-01-13,1,21.708194732666016,MSFT,230,99397.10028457642
302,0,2011-01-14,1,9.4375,AMZN,630,100947.5201177597
303,0,2011-01-14,1,27.354286193847656,NFLX,228,101248.4631652832
304,0,2011-01-14,1,15.581538200378418,GOOGL,323,99958.09616756439
305,0,2011-01-14,1,21.792898178100586,MSFT,230,99416.58207702637
306,0,2011-01-14,1,10.510096549987793,AAPL,533,100610.05193042755
307,0,2011-01-18,1,10.273944854736328,AAPL,533,100484.18307685852
308,0,2011-01-18,1,15.967220306396484,GOOGL,323,100082.67148780823
309,0,2011-01-18,1,9.5625,AMZN,630,101026.2701177597
310,0,2011-01-18,1,27.66857147216797,NFLX,228,101320.12020874023
311,0,2011-01-18,1,22.07012367248535,MSFT,230,99480.34394073486
312,0,2011-01-19,1,9.343500137329102,AMZN,630,100888.30020427704
313,0,2011-01-19,1,21.92381477355957,MSFT,230,99446.69289398193
314,0,2011-01-19,1,10.219358444213867,AAPL,533,100455.08852005005
315,0,2011-01-19,1,15.770509719848633,GOOGL,323,100019.13396835327
316,0,2011-01-19,1,27.26714324951172,NFLX,228,101228.59457397461
317,0,2011-01-20,1,26.428571701049805,NFLX,228,101037.4002609253
318,0,2011-01-20,1,15.64619255065918,GOOGL,323,99978.97952270508
319,0,2011-01-20,1,9.097999572753906,AMZN,630,100733.63484859467
320,0,2011-01-20,1,21.831409454345703,MSFT,230,99425.43967056274
321,0,2011-01-20,1,10.033571243286133,AAPL,533,100356.06394195557
322,0,2011-01-21,1,9.853819847106934,AAPL,533,100260.25644779205
323,0,2011-01-21,1,21.577281951904297,MSFT,230,99366.99034500122
324,0,2011-01-21,1,26.01285743713379,NFLX,228,100942.61740875244
325,0,2011-01-21,1,15.273241996765137,GOOGL,323,99858.5164937973
326,0,2011-01-21,1,8.871000289916992,AMZN,630,100590.62530040741
327,0,2011-01-24,1,15.254518508911133,GOOGL,323,99852.46880722046
328,0,2011-01-24,1,8.842499732971191,AMZN,630,100572.66994953156
329,0,2011-01-24,1,26.280000686645508,NFLX,228,101003.52606964111
330,0,2011-01-24,1,21.85450553894043,MSFT,230,99430.75177001953
331,0,2011-01-24,1,10.177433013916016,AAPL,533,100432.7422657013
332,0,2011-01-25,1,26.677143096923828,NFLX,228,101094.07453918457
333,0,2011-01-25,1,10.296564102172852,AAPL,533,100496.23913574219
334,0,2011-01-25,1,8.835000038146973,AMZN,630,100567.9451417923
335,0,2011-01-25,1,15.474944114685059,GOOGL,323,99923.66627788544
336,0,2011-01-25,1,21.90841293334961,MSFT,230,99443.15047073364
337,0,2011-01-26,1,26.14714241027832,NFLX,228,100973.2343826294
338,0,2011-01-26,1,8.769499778747559,AMZN,630,100526.67997837067
339,0,2011-01-26,1,15.389820098876953,GOOGL,323,99896.17122077942
340,0,2011-01-26,1,10.370458602905273,AAPL,533,100535.62490463257
341,0,2011-01-26,1,22.162532806396484,MSFT,230,99501.59804153442
342,0,2011-01-27,1,9.22249984741211,AMZN,630,100812.07002162933
343,0,2011-01-27,1,22.23184585571289,MSFT,230,99517.5400428772
344,0,2011-01-27,1,15.39706039428711,GOOGL,323,99898.5098361969
345,0,2011-01-27,1,10.351155281066895,AAPL,533,100525.33623409271
346,0,2011-01-27,1,30.124286651611328,NFLX,228,101880.02326965332
347,0,2011-01-28,1,21.369365692138672,MSFT,230,99319.16960525513
348,0,2011-01-28,1,15.002640724182129,GOOGL,323,99771.11228275299
349,0,2011-01-28,1,31.139999389648438,NFLX,228,102111.60577392578
350,0,2011-01-28,1,10.136716842651367,AAPL,533,100411.04054641724
351,0,2011-01-28,1,8.557000160217285,AMZN,630,100392.8052186966
352,0,2011-01-31,1,10.233831405639648,AAPL,533,100462.80260848999
353,0,2011-01-31,1,14.986913681030273,GOOGL,323,99766.03244781494
354,0,2011-01-31,1,30.582857131958008,NFLX,228,101984.57733917236
355,0,2011-01-31,1,21.353961944580078,MSFT,230,99315.62674331665
356,0,2011-01-31,1,8.482000350952148,AMZN,630,100345.55533885956
357,0,2011-02-01,1,10.406047821044922,AAPL,533,100554.593957901
358,0,2011-02-01,1,21.55417823791504,MSFT,230,99361.67649078369
359,0,2011-02-01,1,30.41428565979004,NFLX,228,101946.14304351807
360,0,2011-02-01,1,15.253520965576172,GOOGL,323,99852.14660072327
361,0,2011-02-01,1,8.605500221252441,AMZN,630,100423.36025714874
362,0,2011-02-02,1,21.51568031311035,MSFT,230,99352.82196807861
363,0,2011-02-02,1,30.18000030517578,NFLX,228,101892.72598266602
364,0,2011-02-02,1,8.67650032043457,AMZN,630,100468.09031963348
365,0,2011-02-02,1,10.384635925292969,AAPL,533,100543.18141746521
366,0,2011-02-02,1,15.277484893798828,GOOGL,323,99859.88694953918
367,0,2011-02-03,1,8.685500144958496,AMZN,630,100473.76020908356
368,0,2011-02-03,1,10.3580904006958,AAPL,533,100529.03265285492
369,0,2011-02-03,1,21.2923583984375,MSFT,230,99301.45792770386
370,0,2011-02-03,1,15.231304168701172,GOOGL,323,99844.97057533264
371,0,2011-02-03,1,30.21285629272461,NFLX,228,101900.21714782715
372,0,2011-02-04,1,15.252023696899414,GOOGL,323,99851.66298294067
373,0,2011-02-04,1,8.796500205993652,AMZN,630,100543.6902475357
374,0,2011-02-04,1,21.384769439697266,MSFT,230,99322.7124671936
375,0,2011-02-04,1,10.4503812789917,AAPL,533,100578.22369098663
376,0,2011-02-04,1,31.43857192993164,NFLX,228,102179.68031311035
377,0,2011-02-07,1,31.145713806152344,NFLX,228,102112.90866088867
378,0,2011-02-07,1,15.3346529006958,GOOGL,323,99878.3522157669
379,0,2011-02-07,1,21.715898513793945,MSFT,230,99398.87215423584
380,0,2011-02-07,1,8.821499824523926,AMZN,630,100559.44000720978
381,0,2011-02-07,1,10.612638473510742,AAPL,533,100664.70677566528
382,0,2011-02-08,1,9.152999877929688,AMZN,630,100768.28504085541
383,0,2011-02-08,1,15.436751365661621,GOOGL,323,99911.33001995087
