,portfolio_annualized_return,portfolio_annualized_volatility,portfolio_sharpe_ratio,portfolio_sortino_ratio,portfolio_max_drawdown,benchmark_annualized_return,benchmark_annualized_volatility,benchmark_sharpe_ratio,benchmark_sortino_ratio,benchmark_max_drawdown,rsi_window,stock_combination
407,0.04551723082894554,0.1814309956584683,0.1406442749009658,0.14081675003681923,0.3081590807988006,0.10316758221955347,0.1556104428916203,0.5344601600901432,0.5038984437432509,0.19388242072358447,30,"('NFLX', 'TSLA', 'META', 'GOOG', 'AMZN', 'MSFT', 'NVDA')"
447,0.04371027782768677,0.16913821589461808,0.1401828540183935,0.14306445069052998,0.24644412540259114,0.10316758221955347,0.1556104428916203,0.5344601600901432,0.5038984437432509,0.19388242072358447,20,"('NFLX', 'TSLA', 'GOOGL', 'GOOG', 'MSFT', 'AAPL', 'NVDA')"
77,0.0454760903673852,0.18290703356918286,0.13928436687345383,0.13949931026939397,0.2953160253366316,0.10316758221955347,0.1556104428916203,0.5344601600901432,0.5038984437432509,0.19388242072358447,30,"('NFLX', 'AVGO', 'TSLA', 'META', 'GOOG', 'AMZN', 'NVDA')"
459,0.04328061173030795,0.16764220316419956,0.1388708290090021,0.14245011374363875,0.2552831385426323,0.10316758221955347,0.1556104428916203,0.5344601600901432,0.5038984437432509,0.19388242072358447,20,"('NFLX', 'TSLA', 'GOOG', 'AMZN', 'MSFT', 'AAPL', 'NVDA')"
383,0.04461427996054934,0.1818882460552307,0.13532639131104254,0.13541544033988584,0.3128180165756143,0.10316758221955347,0.1556104428916203,0.5344601600901432,0.5038984437432509,0.19388242072358447,30,"('NFLX', 'TSLA', 'META', 'GOOGL', 'AMZN', 'MSFT', 'NVDA')"
699,0.03856562358615512,0.13774814975443228,0.1347794770329228,0.13646345606605123,0.26693188913440674,0.10316758221955347,0.1556104428916203,0.5344601600901432,0.5038984437432509,0.19388242072358447,20,"('TSLA', 'META', 'GOOGL', 'AMZN', 'MSFT', 'AAPL', 'NVDA')"
41,0.04457292606558161,0.18335837656088427,0.13401583569007086,0.13429529022495917,0.2997439741743386,0.10316758221955347,0.1556104428916203,0.5344601600901432,0.5038984437432509,0.19388242072358447,30,"('NFLX', 'AVGO', 'TSLA', 'META', 'GOOGL', 'AMZN', 'NVDA')"
490,0.04110475532034874,0.15971994839445258,0.1321360013730242,0.13503696515364494,0.3489150823767497,0.10316758221955347,0.1556104428916203,0.5344601600901432,0.5038984437432509,0.19388242072358447,25,"('NFLX', 'META', 'GOOGL', 'AMZN', 'MSFT', 'AAPL', 'NVDA')"
693,0.038193075638213836,0.1383779826040066,0.13147377419337425,0.1334802104770043,0.2607895273401515,0.10316758221955347,0.1556104428916203,0.5344601600901432,0.5038984437432509,0.19388242072358447,20,"('TSLA', 'META', 'GOOGL', 'GOOG', 'MSFT', 'AAPL', 'NVDA')"
209,0.04249866220776077,0.1722754262726632,0.1305970485433701,0.13009686710500798,0.3583541115368697,0.10316758221955347,0.1556104428916203,0.5344601600901432,0.5038984437432509,0.19388242072358447,30,"('NFLX', 'AVGO', 'TSLA', 'AMZN', 'MSFT', 'AAPL', 'NVDA')"
353,0.04432856700630339,0.18719239866862558,0.12996557114143642,0.13098245944255565,0.30116566747935825,0.10316758221955347,0.1556104428916203,0.5344601600901432,0.5038984437432509,0.19388242072358447,30,"('NFLX', 'TSLA', 'META', 'GOOGL', 'GOOG', 'AMZN', 'NVDA')"
621,0.038405485369472636,0.14166626763436763,0.12992143914581078,0.13183865443433435,0.18484383170470417,0.10316758221955347,0.1556104428916203,0.5344601600901432,0.5038984437432509,0.19388242072358447,20,"('AVGO', 'TSLA', 'GOOGL', 'AMZN', 'MSFT', 'AAPL', 'NVDA')"
496,0.04073958281216572,0.1597993900073537,0.12978511877430396,0.132582745404511,0.35161666140477815,0.10316758221955347,0.1556104428916203,0.5344601600901432,0.5038984437432509,0.19388242072358447,25,"('NFLX', 'META', 'GOOG', 'AMZN', 'MSFT', 'AAPL', 'NVDA')"
461,0.04225137481315899,0.173040928058313,0.12859024198980548,0.1293856252003225,0.3392261704543311,0.10316758221955347,0.1556104428916203,0.5344601600901432,0.5038984437432509,0.19388242072358447,30,"('NFLX', 'TSLA', 'GOOG', 'AMZN', 'MSFT', 'AAPL', 'NVDA')"
705,0.037749533486806985,0.1381578313430045,0.12847287275912875,0.12989708608586567,0.2727589350552745,0.10316758221955347,0.1556104428916203,0.5344601600901432,0.5038984437432509,0.19388242072358447,20,"('TSLA', 'META', 'GOOG', 'AMZN', 'MSFT', 'AAPL', 'NVDA')"
